variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1850,-0.48770156451877256,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1851,-0.48324837720855385,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1852,-0.5402210643289322,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1853,-0.4867667789166603,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1854,-0.38864960740937704,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1855,-0.4699255754027831,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1856,-0.5837255227713172,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1857,-0.46845271924001963,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1858,-0.37169732126608324,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1859,-0.3579886320388823,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1860,-0.23895667479621352,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1861,-0.32316834734791655,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1862,-0.3615703898081506,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1863,-0.28746439485928477,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1864,-0.09060369982142902,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1865,-0.031392749263318365,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1866,0.09154617346803207,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1867,-0.1271887887648404,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1868,-0.1680903804659124,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1869,-0.09441549514104963,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1870,-0.01951855723979179,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1871,0.02950048665803706,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190628/
